statename,distname,YEAR,RAPE,CUSTODIAL RAPE,CRIMINAL BREACH OF TRUST,CHEATING,ARSON,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR HIS RELATIVES,CAUSING DEATH BY NEGLIGENCE
Uttar Pradesh,Azamgarh,2013,39,0,52,154,1,36,20,155,240
Uttar Pradesh,Badaun,2013,54,0,28,98,0,58,102,58,170
Uttar Pradesh,Baghpat,2013,25,0,34,85,0,12,56,106,84
Uttar Pradesh,Bahraich,2013,35,0,41,196,5,42,44,1,154
Uttar Pradesh,Ballia,2013,18,0,22,84,1,24,107,4,140
Uttar Pradesh,Balrampur,2013,23,0,14,52,0,7,24,8,27
Uttar Pradesh,Banda,2013,47,0,36,82,7,32,151,129,123
Uttar Pradesh,Barabanki,2013,39,0,79,191,14,26,39,98,263
Uttar Pradesh,Bareilly,2013,84,0,128,442,1,58,198,257,348
Uttar Pradesh,Basti,2013,24,0,27,41,0,11,53,44,98
Uttar Pradesh,Bijnor,2013,71,0,66,253,0,31,178,6,239
Uttar Pradesh,Bulandshahar,2013,97,0,71,222,4,52,197,162,333
Uttar Pradesh,Chandoli,2013,20,0,34,71,5,16,68,0,97
Uttar Pradesh,Chitrakoot Dham,2013,23,0,18,47,8,14,35,7,73
Uttar Pradesh,Deoria,2013,44,0,23,101,5,37,87,27,147
Uttar Pradesh,Etah,2013,34,0,40,83,9,32,122,99,199
Uttar Pradesh,Etawah,2013,23,0,42,96,6,30,30,62,198
Uttar Pradesh,Faizabad,2013,35,0,53,105,0,11,79,7,189
Uttar Pradesh,Fatehgarh,2013,25,0,23,49,0,34,30,38,125
Uttar Pradesh,Fatehpur,2013,42,0,39,103,5,39,87,80,268
Uttar Pradesh,Firozabad,2013,39,0,98,207,1,66,112,165,283
Uttar Pradesh,G.R.P.,2013,3,0,11,29,0,3,84,1,2
Uttar Pradesh,Gautambudh Nagar,2013,39,0,108,264,0,31,136,164,354
Uttar Pradesh,Ghaziabad,2013,84,0,102,386,0,44,233,491,384
Uttar Pradesh,Ghazipur,2013,22,0,21,88,16,27,59,76,119
Uttar Pradesh,Gonda,2013,24,0,56,210,0,32,62,4,120
Uttar Pradesh,Gorakhpur,2013,87,0,95,331,2,39,111,95,297
Uttar Pradesh,Hamirpur,2013,50,0,20,33,2,15,117,0,75
Uttar Pradesh,Hapur,2013,35,0,24,111,2,21,75,52,158
Uttar Pradesh,Hardoi,2013,28,0,34,68,3,24,131,122,309
Uttar Pradesh,Hathras,2013,37,0,38,84,6,21,73,76,159
Uttar Pradesh,Jalaun,2013,7,0,23,50,1,22,52,33,125
Uttar Pradesh,Jaunpur,2013,53,0,24,95,1,60,75,77,201
Uttar Pradesh,Jhansi,2013,40,0,20,79,7,24,72,65,200
Uttar Pradesh,Kannauj,2013,16,0,16,46,6,26,40,59,160
Uttar Pradesh,Kanpur Dehat,2013,29,0,38,64,0,32,45,67,264
Uttar Pradesh,Kanpur Nagar,2013,41,0,155,393,7,56,110,239,498
Uttar Pradesh,Kasganj,2013,17,0,22,49,7,24,43,27,91
Uttar Pradesh,Kaushambi,2013,27,0,25,68,1,22,108,67,117
Uttar Pradesh,Khiri,2013,49,0,39,121,0,57,85,152,282
Uttar Pradesh,Kushi Nagar,2013,33,0,33,101,13,29,66,48,180
Uttar Pradesh,Lalitpur,2013,10,0,14,24,4,11,50,18,61
Uttar Pradesh,Lucknow,2013,76,0,538,1077,4,60,360,920,488
Uttar Pradesh,Maharajganj,2013,28,0,34,76,7,23,40,58,95
Uttar Pradesh,Mahoba,2013,30,0,12,31,2,16,61,26,67
Uttar Pradesh,Mainpuri,2013,20,0,37,84,10,38,92,94,231
Uttar Pradesh,Mathura,2013,59,0,57,236,6,32,99,196,414
Uttar Pradesh,Mau,2013,26,0,26,107,3,11,53,94,112
Uttar Pradesh,Meerut,2013,109,0,80,392,9,42,277,209,318
Uttar Pradesh,Mirzapur,2013,5,0,32,82,0,19,5,30,80
Uttar Pradesh,Moradabad,2013,69,0,43,230,0,27,156,299,192
Uttar Pradesh,Muzaffarnagar,2013,49,0,74,205,11,25,125,270,205
Uttar Pradesh,Pilibhit,2013,30,0,42,147,0,35,67,125,120
Uttar Pradesh,Pratapgarh,2013,66,0,47,156,22,30,151,39,156
Uttar Pradesh,Raibareilly,2013,43,0,41,78,2,23,66,72,191
Uttar Pradesh,Rampur,2013,26,0,31,123,0,19,46,119,123
Uttar Pradesh,Saharanpur,2013,34,0,43,291,0,34,90,198,160
Uttar Pradesh,Sambhal,2013,42,0,40,102,0,30,94,88,84
Uttar Pradesh,Sant Kabirnagar,2013,23,0,19,42,2,5,17,8,56
Uttar Pradesh,Shahjahanpur,2013,36,0,55,140,5,43,104,142,228
Uttar Pradesh,Shamli,2013,34,0,14,47,0,11,66,52,53
Uttar Pradesh,Shrawasti,2013,21,0,17,68,1,18,53,0,60
Uttar Pradesh,Sidharthnagar,2013,17,0,9,26,0,8,26,33,54
Uttar Pradesh,Sitapur,2013,95,0,46,110,19,63,211,130,228
Uttar Pradesh,Sonbhadra,2013,32,0,22,25,0,13,22,12,138
Uttar Pradesh,St.Ravidasnagar,2013,10,0,13,30,0,13,15,19,57
Uttar Pradesh,Sultanpur,2013,29,0,31,81,3,15,87,111,160
Uttar Pradesh,Unnao,2013,41,0,65,100,1,44,119,190,293
Uttar Pradesh,Varanasi,2013,57,0,228,536,1,36,207,347,208
Uttar Pradesh,Zz Total,2013,3050,0,4114,11665,291,2335,7303,8781,14345
Uttarakhand,Almora,2013,8,0,3,9,0,2,7,9,7
Uttarakhand,Bageshwar,2013,2,0,0,4,2,1,3,2,5
Uttarakhand,Chamoli,2013,8,0,2,3,0,0,7,2,3
Uttarakhand,Champawat,2013,0,0,0,1,1,1,5,1,11
Uttarakhand,Dehradun,2013,41,0,44,224,6,9,62,159,133
Uttarakhand,Haridwar,2013,75,0,50,127,7,5,76,101,117
Uttarakhand,Nainital,2013,20,0,7,37,0,5,33,31,80
Uttarakhand,Pauri Garhwal,2013,3,0,7,15,0,2,11,6,7
Uttarakhand,Pithoragarh,2013,7,0,0,5,0,2,4,5,7
Uttarakhand,Rudra Prayag,2013,5,0,3,5,1,4,1,3,4
Uttarakhand,Tehri Garhwal,2013,5,0,3,3,0,0,2,0,0
Uttarakhand,Udhamsingh Nagar,2013,48,0,29,109,0,12,82,116,195
Uttarakhand,Uttarkashi,2013,6,0,2,6,0,0,2,0,0
Uttarakhand,Zz Total,2013,228,0,150,548,17,43,295,435,569
West Bengal,24 Parganas North,2013,115,0,98,236,29,35,307,1716,8
West Bengal,24 Parganas South,2013,189,0,3,474,21,49,212,1978,81
West Bengal,Asansol,2013,31,0,98,138,3,15,73,467,201
West Bengal,Bankura,2013,24,0,23,80,11,19,76,278,157
West Bengal,Bdn Cp,2013,17,0,49,242,5,6,77,229,50
West Bengal,Birbhum,2013,41,0,19,85,13,12,99,245,185
West Bengal,Bkp Cp,2013,41,0,107,411,0,21,197,705,149
West Bengal,Burdwan,2013,41,0,40,163,36,25,123,378,795
West Bengal,Coochbehar,2013,110,0,10,92,78,15,240,631,142
West Bengal,Dakshin Dinajpur,2013,35,0,19,293,17,32,69,345,148
West Bengal,Darjeeling,2013,30,0,33,18,17,0,54,158,105
West Bengal,Hooghly,2013,54,0,58,190,39,19,143,922,5
West Bengal,Howrah,2013,23,0,51,145,4,10,131,682,20
West Bengal,Howrah City,2013,22,0,131,234,2,3,215,609,23
West Bengal,Howrah G.R.P.,2013,1,0,1,5,0,2,9,1,0
West Bengal,Jalpaiguri,2013,121,0,47,106,11,12,305,779,220
West Bengal,Jhargram,2013,10,0,3,18,4,6,42,62,34
West Bengal,Kharagpur G.R.P.,2013,2,0,0,1,0,0,10,0,0
West Bengal,Kolkata,2013,75,0,337,2052,0,15,707,1005,449
West Bengal,Malda,2013,140,0,0,147,11,14,177,597,0
West Bengal,Murshidabad,2013,215,0,66,114,54,35,407,1939,389
West Bengal,Nadia,2013,87,0,82,383,13,69,213,1666,298
West Bengal,Paschim Midnapur,2013,46,0,66,62,46,25,327,549,10
West Bengal,Purab Midnapur,2013,53,0,45,159,24,24,126,606,339
West Bengal,Purulia,2013,54,0,31,33,4,8,78,158,124
West Bengal,Sealdah G.R.P.,2013,2,0,5,7,0,0,45,2,0
West Bengal,Siliguri G.R.P.,2013,0,0,0,1,0,0,11,0,0
West Bengal,Siliguri_Pc,2013,35,0,112,234,2,5,206,616,110
West Bengal,Uttar Dinajpur,2013,71,0,30,72,51,5,234,793,10
West Bengal,Zz Total,2013,1685,0,1564,6195,495,481,4913,18116,4052
Andaman & Nicobar Islands,Car,2013,1,0,1,1,0,0,2,0,1
Andaman & Nicobar Islands,North,2013,5,0,3,0,1,0,10,5,3
Andaman & Nicobar Islands,South,2013,21,0,1,24,1,1,33,4,2
Andaman & Nicobar Islands,Zz Total,2013,27,0,5,25,2,1,45,9,6
Chandigarh,Chandigarh,2013,45,0,25,284,8,1,143,92,6
Chandigarh,Zz Total,2013,45,0,25,284,8,1,143,92,6
Dadra & Nagar Haveli,D&N Haveli,2013,5,0,1,10,18,0,1,1,16
Dadra & Nagar Haveli,Zz Total,2013,5,0,1,10,18,0,1,1,16
Daman & Diu,Daman,2013,7,0,3,17,8,0,2,2,28
Daman & Diu,Diu,2013,1,0,0,2,0,0,0,0,7
Daman & Diu,Zz Total,2013,8,0,3,19,8,0,2,2,35
Nct Of Delhi,Caw,2013,0,0,0,0,0,0,1,202,0
Nct Of Delhi,Central,2013,71,0,45,323,5,2,174,50,79
Nct Of Delhi,Crime Branch,2013,4,0,1,48,0,0,0,0,0
Nct Of Delhi,East,2013,210,0,34,240,11,11,364,246,134
Nct Of Delhi,Eow,2013,0,0,3,76,0,0,0,0,0
Nct Of Delhi,Grp(Rly),2013,4,0,0,15,0,0,11,0,0
Nct Of Delhi,Igi Airport,2013,0,0,5,12,0,0,9,0,5
Nct Of Delhi,Metro Rail,2013,0,0,4,11,0,1,16,2,1
Nct Of Delhi,New Delhi,2013,19,0,18,71,1,1,66,17,55
Nct Of Delhi,North,2013,53,0,38,167,11,9,164,107,148
Nct Of Delhi,North-East,2013,183,0,20,200,13,27,333,438,119
Nct Of Delhi,North-West,2013,143,0,28,218,1,17,301,236,180
Nct Of Delhi,Outer,2013,178,0,27,283,12,14,332,466,264
Nct Of Delhi,South,2013,163,0,62,360,10,10,539,117,160
Nct Of Delhi,South-East,2013,230,0,40,292,11,16,386,220,195
Nct Of Delhi,South-West,2013,194,0,28,295,7,14,419,403,204
Nct Of Delhi,Stf,2013,0,0,0,1,0,0,0,0,0
Nct Of Delhi,West,2013,184,0,34,287,15,22,400,529,234
Nct Of Delhi,Zz Total,2013,1636,0,387,2899,97,144,3515,3033,1778
Lakshadweep,Lakshadweep,2013,2,0,0,1,1,0,1,0,0
Lakshadweep,Zz Total,2013,2,0,0,1,1,0,1,0,0
Pondicherry,Karaikal,2013,6,0,0,8,3,1,1,1,32
Pondicherry,Puducherry,2013,11,0,14,67,13,0,11,7,206
Pondicherry,Zz Total,2013,17,0,14,75,16,1,12,8,238
Andhra Pradesh,Anantapur,2014,35,0,13,296,12,25,436,165,638
Andhra Pradesh,Chittoor,2014,32,0,7,207,23,17,135,278,538
Andhra Pradesh,Cuddapah,2014,28,0,86,163,0,16,215,91,417
Andhra Pradesh,East Godavari,2014,85,0,96,214,50,7,519,464,668
Andhra Pradesh,Guntakal Railway,2014,0,0,0,5,0,0,0,0,4
Andhra Pradesh,Guntur,2014,49,0,22,328,52,16,245,454,494
Andhra Pradesh,Guntur Urban,2014,40,0,23,531,35,12,160,345,226
Andhra Pradesh,Krishna,2014,80,0,24,242,23,8,354,613,418
Andhra Pradesh,Kurnool,2014,32,0,20,639,33,12,403,362,506
Andhra Pradesh,Nellore,2014,58,0,255,239,45,14,295,362,466
Andhra Pradesh,Prakasham,2014,50,0,98,261,28,8,197,402,502
Andhra Pradesh,Rajahmundry,2014,35,0,56,105,13,3,121,190,128
Andhra Pradesh,Srikakulam,2014,40,0,12,153,18,3,214,298,284
Andhra Pradesh,Tirupathi Urban,2014,18,0,11,248,11,13,60,167,223
Andhra Pradesh,Vijayawada City,2014,64,0,68,391,21,10,279,642,312
Andhra Pradesh,Vijayawada Railway,2014,0,0,1,7,0,2,8,1,1
Andhra Pradesh,Visakha Rural,2014,38,0,6,90,23,4,129,166,308
Andhra Pradesh,Visakhapatnam,2014,84,0,71,413,14,13,147,371,360
Andhra Pradesh,Vizianagaram,2014,47,0,14,149,13,8,225,330,272
Andhra Pradesh,West Godavari,2014,146,0,52,410,36,24,405,661,614
Andhra Pradesh,Total,2014,961,0,935,5091,450,215,4547,6362,7379
Arunachal Pradesh,Anjaw,2014,0,0,1,1,0,0,1,0,2
Arunachal Pradesh,Changlang,2014,6,0,1,0,1,0,0,0,3
Arunachal Pradesh,Crime Branch,2014,0,0,1,3,0,0,0,0,0
Arunachal Pradesh,Dibang Valley,2014,1,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kameng East,2014,1,0,0,3,2,0,6,0,0
Arunachal Pradesh,Kameng West,2014,0,0,3,3,5,0,9,2,10
Arunachal Pradesh,Kukung Kumey,2014,3,1,1,0,1,0,1,0,0
Arunachal Pradesh,Lohit,2014,7,0,2,5,2,0,13,1,16
Arunachal Pradesh,Longding,2014,3,3,0,0,0,0,3,0,2
Arunachal Pradesh,Lower Dibang Valley,2014,3,0,0,2,0,0,0,0,4
Arunachal Pradesh,Papum Pare City,2014,32,0,8,49,3,1,26,21,22
Arunachal Pradesh,Papum Pare Rural,2014,0,0,2,2,0,0,4,0,4
Arunachal Pradesh,Siang East,2014,11,0,2,5,9,0,21,4,10
Arunachal Pradesh,Siang Upper,2014,1,0,1,1,1,0,1,0,2
Arunachal Pradesh,Siang West,2014,6,0,7,13,2,0,11,8,6
Arunachal Pradesh,Subansiri Lower,2014,1,0,0,6,6,0,6,3,0
Arunachal Pradesh,Subansiri Upper,2014,5,0,3,5,7,0,16,3,2
Arunachal Pradesh,Tawang,2014,0,0,0,0,0,0,1,0,2
Arunachal Pradesh,Tirap,2014,3,0,1,5,0,0,2,0,0
Arunachal Pradesh,Total,2014,83,4,33,103,39,1,121,42,85
Assam,Barpeta,2014,143,0,158,260,38,21,556,1116,70
Assam,Baska,2014,26,0,2,26,29,4,27,77,53
Assam,Bongaigaon,2014,31,0,7,55,11,4,8,178,77
Assam,Cachar,2014,81,0,72,97,55,14,50,595,121
Assam,Chirang,2014,29,0,13,33,17,7,33,60,18
Assam,Darrang,2014,111,0,35,211,38,11,453,489,28
Assam,Dhemaji,2014,45,0,13,52,5,3,51,111,50
Assam,Dhubri,2014,193,0,187,272,82,10,193,1186,103
Assam,Dibrugarh,2014,67,0,81,40,23,5,105,253,104
Assam,G. R. P.,2014,1,0,0,2,0,0,0,0,0
Assam,Goalpara,2014,108,0,17,137,28,8,121,367,70
Assam,Golaghat,2014,74,0,21,37,32,7,74,166,86
Assam,Guwahati City,2014,100,0,577,449,50,11,143,486,283
Assam,Hailakandi,2014,77,0,28,44,9,4,23,209,36
Assam,Jorhat,2014,36,0,75,169,22,6,157,401,13
Assam,Kamrup,2014,77,0,52,101,12,1,15,595,4
Assam,Karbi Anglong,2014,23,0,10,29,0,0,26,42,74
Assam,Karimganj,2014,75,0,25,82,29,13,10,337,15
Assam,Kokrajhar,2014,45,0,3,35,35,3,47,71,82
Assam,Lakhimpur,2014,67,0,39,115,6,4,55,369,82
Assam,Morigaon,2014,81,0,13,127,17,7,328,349,53
Assam,N. C. Hills,2014,6,0,0,4,2,0,0,6,18
Assam,Nagaon,2014,187,0,226,175,98,22,350,1162,239
Assam,Nalbari,2014,41,0,17,43,8,0,0,42,13
Assam,Sibsagar,2014,44,0,136,95,29,6,153,333,67
Assam,Sonitpur,2014,112,0,36,146,31,5,20,381,168
Assam,Tinsukia,2014,66,0,88,96,16,3,66,164,114
Assam,Udalguri,2014,34,0,21,24,21,9,35,81,38
Assam,Total,2014,1980,0,1952,2956,743,188,3099,9626,2079
Bihar,Araria,2014,35,0,24,108,11,17,1,6,95
Bihar,Arwal,2014,6,0,9,42,3,11,4,0,25
Bihar,Aurangabad,2014,12,0,52,122,12,28,29,110,84
Bihar,Bagaha,2014,14,0,48,33,2,7,38,56,22
Bihar,Banka,2014,22,0,31,10,17,23,3,64,109
Bihar,Begusarai,2014,30,0,47,89,24,28,37,55,89
Bihar,Bettiah,2014,33,0,44,155,19,39,0,106,134
Bihar,Bhabhua,2014,12,0,23,49,13,12,0,44,89
Bihar,Bhagalpur,2014,52,0,44,87,10,20,31,161,128
Bihar,Bhojpur,2014,32,0,26,426,41,46,7,129,138
Bihar,Buxar,2014,16,0,12,36,10,24,13,95,54
Bihar,Darbhanga,2014,50,0,56,120,28,30,8,298,149
Bihar,Gaya,2014,48,0,35,73,5,63,0,198,289
Bihar,Gopalganj,2014,14,0,23,153,18,33,0,156,117
Bihar,Jamalpur Railway,2014,0,0,0,2,0,0,3,0,0
Bihar,Jamui,2014,23,0,27,23,3,21,10,46,53
Bihar,Jehanabad,2014,10,0,4,36,11,22,0,56,60
Bihar,Katihar,2014,65,0,11,71,4,14,0,59,93
Bihar,Katihar Railway,2014,0,0,2,4,1,0,11,0,6
Bihar,Khagaria,2014,14,0,3,72,19,17,2,19,74
Bihar,Kishanganj,2014,64,0,4,75,13,12,22,85,24
Bihar,Lakhisarai,2014,10,0,47,39,10,8,63,29,94
Bihar,Madhepura,2014,10,0,13,37,10,8,8,50,62
Bihar,Madhubani,2014,41,0,12,35,4,34,9,227,114
Bihar,Motihari,2014,31,0,100,130,25,75,0,263,257
Bihar,Munger,2014,11,0,17,62,16,8,5,48,54
Bihar,Muzaffarpur,2014,44,0,85,330,24,178,166,109,185
Bihar,Muzaffarpur Railway,2014,2,0,0,0,0,2,1,0,0
Bihar,Nalanda,2014,29,0,9,157,15,59,4,271,115
Bihar,Naugachia,2014,10,0,9,25,3,10,3,88,75
Bihar,Nawadah,2014,22,0,76,48,6,22,10,77,129
Bihar,Patna,2014,86,0,125,1193,2,83,0,535,493
Bihar,Patna Railway,2014,1,0,6,14,0,5,13,0,0
Bihar,Purnea,2014,66,0,21,222,2,26,30,115,119
Bihar,Rohtas,2014,22,0,23,137,11,54,0,106,208
Bihar,Saharsa,2014,14,0,3,148,5,19,0,70,46
Bihar,Samastipur,2014,38,0,45,124,15,39,0,184,110
Bihar,Saran,2014,37,0,12,211,36,83,0,157,145
Bihar,Sheikhpura,2014,5,0,4,93,12,6,18,72,25
Bihar,Sheohar,2014,8,0,6,22,1,6,16,14,10
Bihar,Sitamarhi,2014,11,0,27,16,37,29,0,242,96
Bihar,Siwan,2014,17,0,21,100,3,64,7,50,124
Bihar,Supaul,2014,32,0,33,72,11,22,0,83,95
Bihar,Vaishali,2014,28,0,0,176,5,66,0,139,331
Bihar,Economic Offences Unit,2014,0,0,0,10,0,0,0,0,0
Bihar,Anti Terrorist Squad,2014,0,0,0,0,0,0,0,0,0
Bihar,Total,2014,1127,0,1219,5187,517,1373,572,4672,4719
Chhattisgarh,Balod,2014,34,0,6,23,13,4,62,23,98
Chhattisgarh,Balodbazar,2014,40,0,9,9,19,8,95,32,179
Chhattisgarh,Balrampur,2014,111,0,7,10,7,5,62,39,106
Chhattisgarh,Bemetra,2014,41,0,2,17,4,3,56,19,103
Chhattisgarh,Bilaspur,2014,94,0,7,58,31,13,211,75,283
Chhattisgarh,Bizapur,2014,6,0,0,5,4,0,2,2,16
Chhattisgarh,Dantewara,2014,11,0,0,7,7,0,9,6,42
Chhattisgarh,Dhamtari,2014,36,0,5,16,4,3,49,9,144
Chhattisgarh,Durg,2014,84,0,14,111,41,12,254,172,261
Chhattisgarh,Gariyaband,2014,42,0,1,8,2,3,31,14,72
Chhattisgarh,G. R. P. Raipur,2014,0,0,2,1,0,1,8,4,1
Chhattisgarh,Jagdalpur,2014,32,0,0,13,7,1,42,20,121
Chhattisgarh,Janjgir,2014,64,0,9,45,17,20,141,90,209
Chhattisgarh,Jashpur,2014,86,0,5,19,5,0,48,11,123
Chhattisgarh,Kabirdham,2014,39,0,4,25,5,6,84,14,87
Chhattisgarh,Kanker,2014,40,0,6,18,9,5,37,25,103
Chhattisgarh,Kondagaon,2014,21,0,0,5,7,1,16,8,87
Chhattisgarh,Korba,2014,68,0,13,35,11,6,83,51,194
Chhattisgarh,Koriya,2014,58,0,1,22,5,2,74,59,80
Chhattisgarh,Mahasamund,2014,44,0,7,37,2,10,99,28,201
Chhattisgarh,Mungali,2014,10,0,0,11,6,6,38,14,63
Chhattisgarh,Narayanpur,2014,7,0,1,2,2,0,6,1,10
Chhattisgarh,Raigarh,2014,121,0,11,37,15,7,140,46,269
Chhattisgarh,Raipur,2014,141,0,37,273,31,3,224,96,424
Chhattisgarh,Rajnandgaon,2014,57,0,6,72,12,4,100,33,199
Chhattisgarh,Sarguja,2014,94,0,5,26,12,4,76,23,156
Chhattisgarh,Sukma,2014,5,0,1,0,4,0,5,3,10
Chhattisgarh,Surajpur,2014,50,0,11,25,15,1,70,47,121
Chhattisgarh,Total,2014,1436,0,170,930,297,128,2122,964,3762
Goa,North Goa,2014,55,0,57,152,30,0,146,11,138
Goa,South Goa,2014,37,0,25,86,11,0,53,23,85
Goa,C. I. D.,2014,3,0,0,22,0,0,3,1,0
Goa,Total,2014,95,0,82,260,41,0,202,35,223
Gujarat,Ahmedabad City,2014,100,0,169,214,4,11,162,802,330
Gujarat,Ahmedabad Rural,2014,18,0,48,17,9,0,31,142,273
Gujarat,Amreli,2014,7,0,23,9,0,0,21,139,123
Gujarat,Anand,2014,12,0,24,55,8,0,21,117,242
Gujarat,Arvalli,2014,5,0,11,3,2,0,19,69,126
Gujarat,Banaskantha,2014,56,0,33,70,17,0,90,295,257
Gujarat,Bharuch,2014,42,0,83,3,3,0,49,63,323
Gujarat,Bhavnagar,2014,17,0,20,30,9,0,39,155,204
Gujarat,Botad,2014,11,0,3,3,2,0,11,39,58
Gujarat,Chhotaudepur,2014,15,0,3,7,5,0,11,21,119
Gujarat,C. I. D. Crime,2014,0,0,0,6,0,0,0,0,0
Gujarat,Dahod,2014,27,0,5,12,9,0,28,133,192
Gujarat,Dang,2014,4,0,1,5,0,1,6,26,20
Gujarat,Devbhumi Dwarka,2014,3,0,6,10,0,0,14,131,82
Gujarat,Gandhinagar,2014,17,0,6,89,6,0,22,152,207
Gujarat,Gir Somnath,2014,17,0,10,21,5,1,30,125,110
Gujarat,Jamnagar,2014,34,0,39,13,6,1,26,230,163
Gujarat,Junagadh,2014,21,0,19,14,15,0,42,297,111
Gujarat,Kachchh East(G),2014,31,0,17,33,2,0,34,159,169
Gujarat,Kachchh West(B),2014,18,0,29,65,4,0,27,203,161
Gujarat,Kheda,2014,12,0,30,25,3,0,29,86,242
Gujarat,Mahisagar,2014,10,0,9,4,5,0,15,96,86
Gujarat,Mehsana,2014,6,0,44,43,10,0,42,270,198
Gujarat,Morbi,2014,9,0,39,2,4,3,17,92,201
Gujarat,Narmada,2014,8,0,3,2,1,0,21,15,91
Gujarat,Navsari,2014,15,0,45,21,2,0,19,69,240
Gujarat,Panchmahal,2014,24,0,10,8,10,0,28,106,242
Gujarat,Patan,2014,25,0,15,34,4,1,51,138,129
Gujarat,Porbandar,2014,8,0,11,14,2,1,18,93,47
Gujarat,Rajkot City,2014,17,0,70,18,11,0,31,301,142
Gujarat,Rajkot Rural,2014,30,0,33,14,12,1,36,234,198
Gujarat,Sabarkantha,2014,10,0,13,36,2,0,33,131,170
Gujarat,Surat City,2014,94,0,26,329,4,2,70,405,244
Gujarat,Surat Rural,2014,21,0,27,53,5,0,34,90,480
Gujarat,Surendranagar,2014,22,0,26,11,13,0,36,89,203
Gujarat,Tapi,2014,15,0,12,5,3,0,9,20,150
Gujarat,Vadodara City,2014,23,0,18,195,8,1,109,306,204
Gujarat,Vadodara Rural,2014,11,0,13,26,4,0,36,67,276
Gujarat,Valsad,2014,26,0,71,48,7,0,27,83,312
Gujarat,W.Rly  Ahmedabad,2014,0,0,2,7,1,0,6,2,5
Gujarat,W.Rly Vadodara,2014,0,0,4,0,0,0,2,0,2
Gujarat,Total,2014,841,0,1070,1574,217,23,1352,5991,7132
Haryana,Ambala (Rural),2014,25,0,5,38,1,9,17,52,119
Haryana,Ambala (Urban),2014,31,0,33,52,4,8,23,111,124
Haryana,Bhiwani,2014,44,0,17,87,26,12,99,119,234
Haryana,Faridabad,2014,101,0,200,50,7,20,94,302,13
Haryana,Fatehabad,2014,27,0,10,64,9,7,56,154,104
Haryana,G. R. P.,2014,1,0,3,8,0,8,17,0,13
Haryana,Gurgaon,2014,117,0,140,439,8,19,155,277,416
Haryana,Hissar,2014,55,0,18,155,20,14,91,323,213
Haryana,Jhajjar,2014,56,0,7,63,5,25,47,125,223
Haryana,Jind,2014,23,0,57,26,19,12,67,120,154
Haryana,Kaithal,2014,33,0,44,15,4,10,58,116,133
Haryana,Karnal,2014,100,0,12,172,10,17,95,223,269
Haryana,Kurukshetra,2014,35,0,13,113,2,6,59,100,195
Haryana,Mahendergarh,2014,24,0,18,44,9,15,78,78,156
Haryana,Mewat,2014,85,0,15,36,5,5,86,106,139
Haryana,Palwal,2014,49,0,34,55,6,16,96,193,186
Haryana,Panchkula,2014,36,0,1,70,6,5,30,73,93
Haryana,Panipat,2014,64,0,40,73,11,18,97,227,275
Haryana,Rewari,2014,41,0,27,89,10,11,65,105,240
Haryana,Rohtak,2014,68,0,38,29,9,16,98,168,185
Haryana,Sirsa,2014,49,0,20,57,10,5,86,174,151
Haryana,Sonipat,2014,60,0,22,120,16,28,98,162,358
Haryana,Yamunanagar,2014,50,0,12,90,6,7,76,170,157
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0
Haryana,Total,2014,1174,0,786,1945,203,293,1688,3478,4150
Himachal Pradesh,Baddi,2014,9,0,18,21,2,0,15,19,54
Himachal Pradesh,Bilaspur,2014,15,0,2,20,10,0,72,25,42
Himachal Pradesh,Chamba,2014,23,0,2,14,10,0,27,9,54
Himachal Pradesh,C. I. D.,2014,1,0,0,2,0,0,0,0,0
Himachal Pradesh,G. R. P.,2014,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2014,13,0,7,30,9,0,32,27,27
Himachal Pradesh,Kangra,2014,43,0,26,53,10,0,79,46,95
Himachal Pradesh,Kinnaur,2014,10,0,4,2,0,0,5,3,27
Himachal Pradesh,Kullu,2014,16,0,5,26,5,0,35,21,52
Himachal Pradesh,Lahaul & Spiti,2014,0,0,0,0,0,0,0,0,7
Himachal Pradesh,Mandi,2014,47,0,9,59,24,0,101,50,63
Himachal Pradesh,Shimla,2014,39,0,20,45,10,0,64,27,134
Himachal Pradesh,Sirmaur,2014,28,0,15,27,4,0,46,24,80
Himachal Pradesh,Solan,2014,16,0,15,26,7,0,31,12,61
Himachal Pradesh,Una,2014,23,0,6,64,6,1,31,62,80
Himachal Pradesh,Total,2014,283,0,129,389,97,1,538,325,776
Jammu & Kashmir,Anantnag,2014,19,0,4,20,14,0,123,9,29
Jammu & Kashmir,Awantipora,2014,6,0,0,6,0,0,19,1,9
Jammu & Kashmir,Bandipora,2014,4,0,0,9,5,0,53,4,18
Jammu & Kashmir,Baramulla,2014,10,0,5,13,9,0,83,11,21
Jammu & Kashmir,Budgam,2014,9,0,6,7,4,0,30,3,9
Jammu & Kashmir,Crime Jammu,2014,0,0,0,14,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2014,1,0,0,41,0,0,0,0,0
Jammu & Kashmir,Doda,2014,23,0,7,13,5,0,60,14,166
Jammu & Kashmir,Ganderbal,2014,0,0,4,3,9,0,54,3,17
