statename,distname,YEAR,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
Bihar,Rohtas,2012,132,4
Bihar,Saharsa,2012,53,6
Bihar,Samastipur,2012,99,15
Bihar,Saran,2012,128,13
Bihar,Sheikhpura,2012,30,2
Bihar,Sheohar,2012,20,0
Bihar,Sitamarhi,2012,97,7
Bihar,Siwan,2012,112,0
Bihar,Supaul,2012,31,0
Bihar,Vaishali,2012,122,13
Bihar,Total,2012,3566,285
Chhattisgarh,Balod,2012,15,2
Chhattisgarh,Baloda Bazar,2012,24,2
Chhattisgarh,Balrampur,2012,39,0
Chhattisgarh,Bemetara,2012,12,0
Chhattisgarh,Bilaspur,2012,74,1
Chhattisgarh,Bizapur,2012,46,0
Chhattisgarh,Dantewara,2012,40,1
Chhattisgarh,Dhamtari,2012,17,1
Chhattisgarh,Durg,2012,52,1
Chhattisgarh,Gariyaband,2012,13,2
Chhattisgarh,Grp Raipur,2012,3,1
Chhattisgarh,Jagdalpur,2012,42,2
Chhattisgarh,Janjgir,2012,51,1
Chhattisgarh,Jashpur,2012,54,1
Chhattisgarh,Kabirdham,2012,17,0
Chhattisgarh,Kanker,2012,32,1
Chhattisgarh,Kondagaon,2012,21,0
Chhattisgarh,Korba,2012,44,1
Chhattisgarh,Koriya,2012,38,0
Chhattisgarh,Mahasamund,2012,33,0
Chhattisgarh,Mungeli,2012,18,0
Chhattisgarh,Narayanpur,2012,12,0
Chhattisgarh,Raigarh,2012,61,6
Chhattisgarh,Raipur,2012,56,2
Chhattisgarh,Rajnandgaon,2012,45,1
Chhattisgarh,Sarguja,2012,56,0
Chhattisgarh,Sukma,2012,24,0
Chhattisgarh,Surajpur,2012,59,0
Chhattisgarh,Total,2012,998,26
Goa,North Goa,2012,28,3
Goa,South Goa,2012,17,0
Goa,Total,2012,45,3
Gujarat,Ahmedabad Commr.,2012,90,7
Gujarat,Ahmedabad Rural,2012,34,8
Gujarat,Ahwa-Dang,2012,7,0
Gujarat,Amreli,2012,18,2
Gujarat,Anand,2012,25,2
Gujarat,Bharuch,2012,42,0
Gujarat,Bhavnagar,2012,46,1
Gujarat,Cid Crime,2012,1,0
Gujarat,Dahod,2012,34,0
Gujarat,Gandhinagar,2012,23,1
Gujarat,Himatnagar,2012,30,1
Gujarat,Jamnagar,2012,43,2
Gujarat,Junagadh,2012,40,0
Gujarat,Kheda North,2012,24,0
Gujarat,Kutch (East(G)),2012,19,0
Gujarat,Kutch (West-Bhuj),2012,24,1
Gujarat,Mehsana,2012,31,2
Gujarat,Narmada,2012,17,0
Gujarat,Navsari,2012,19,0
Gujarat,Palanpur,2012,44,1
Gujarat,Panchmahal,2012,54,1
Gujarat,Patan,2012,18,1
Gujarat,Porbandar,2012,18,0
Gujarat,Rajkot Commr.,2012,41,3
Gujarat,Rajkot Rural,2012,48,2
Gujarat,Surat Commr.,2012,98,1
Gujarat,Surat Rural,2012,55,0
Gujarat,Surendranagar,2012,40,0
Gujarat,Tapi,2012,11,2
Gujarat,Vadodara Commr.,2012,29,0
Gujarat,Vadodara Rural,2012,74,4
Gujarat,Valsad,2012,21,0
Gujarat,W.Rly Ahmedabad,2012,3,0
Gujarat,W.Rly Vadodara,2012,5,1
Gujarat,Total,2012,1126,43
Haryana,Ambala Rural,2012,13,1
Haryana,Ambala Urban,2012,15,3
Haryana,Bhiwani,2012,81,3
Haryana,Faridabad,2012,72,6
Haryana,Fatehabad,2012,17,3
Haryana,Grp,2012,21,0
Haryana,Gurgaon,2012,82,3
Haryana,Hissar,2012,76,4
Haryana,Jhajjar,2012,64,3
Haryana,Jind,2012,50,5
Haryana,Kaithal,2012,31,7
Haryana,Karnal,2012,59,2
Haryana,Kurukshetra,2012,26,3
Haryana,Mahendragarh,2012,39,0
Haryana,Mewat,2012,12,0
Haryana,Palwal,2012,43,6
Haryana,Panchkula,2012,15,1
Haryana,Panipat,2012,47,6
Haryana,Rewari,2012,31,5
Haryana,Rohtak,2012,60,1
Haryana,Sirsa,2012,27,1
Haryana,Sonipat,2012,86,4
Haryana,Yamunanagar,2012,24,1
Haryana,Total,2012,991,68
Himachal Pradesh,Baddipolicedist,2012,7,0
Himachal Pradesh,Bilaspur,2012,8,0
Himachal Pradesh,Chamba,2012,7,1
Himachal Pradesh,Cid,2012,0,0
Himachal Pradesh,G.R.P.,2012,0,0
Himachal Pradesh,Hamirpur,2012,6,2
Himachal Pradesh,Kangra,2012,24,2
Himachal Pradesh,Kinnaur,2012,2,0
Himachal Pradesh,Kullu,2012,9,1
Himachal Pradesh,Lahaul-Spiti,2012,0,0
Himachal Pradesh,Mandi,2012,15,1
Himachal Pradesh,Shimla,2012,18,1
Himachal Pradesh,Sirmaur,2012,8,1
Himachal Pradesh,Solan,2012,3,0
Himachal Pradesh,Una,2012,6,0
Himachal Pradesh,Total,2012,113,9
Jammu & Kashmir,Anantnag,2012,1,0
Jammu & Kashmir,Awantipora,2012,1,0
Jammu & Kashmir,Bandipora,2012,7,1
Jammu & Kashmir,Baramulla,2012,6,0
Jammu & Kashmir,Budgam,2012,3,2
Jammu & Kashmir,Crime Jammu,2012,0,0
Jammu & Kashmir,Crime Srinagar,2012,0,0
Jammu & Kashmir,Doda,2012,5,0
Jammu & Kashmir,Ganderbal,2012,2,1
Jammu & Kashmir,Handwara,2012,6,0
Jammu & Kashmir,Jammu,2012,13,1
Jammu & Kashmir,Kargil,2012,1,0
Jammu & Kashmir,Kathua,2012,6,0
Jammu & Kashmir,Kishtwar,2012,3,1
Jammu & Kashmir,Kulgam,2012,10,1
Jammu & Kashmir,Kupwara,2012,3,0
Jammu & Kashmir,Leh,2012,2,0
Jammu & Kashmir,Poonch,2012,5,2
Jammu & Kashmir,Pulwama,2012,3,0
Jammu & Kashmir,Railways Jammu,2012,0,0
Jammu & Kashmir,Railways Kashmir,2012,0,0
Jammu & Kashmir,Railways Katra,2012,0,0
Jammu & Kashmir,Rajouri,2012,9,2
Jammu & Kashmir,Ramban,2012,2,0
Jammu & Kashmir,Reasi,2012,5,1
Jammu & Kashmir,Samba,2012,5,0
Jammu & Kashmir,Shopian,2012,2,0
Jammu & Kashmir,Sopore,2012,6,1
Jammu & Kashmir,Srinagar,2012,13,2
Jammu & Kashmir,Udhampur,2012,5,1
Jammu & Kashmir,Total,2012,124,16
Jharkhand,Bokaro,2012,61,1
Jharkhand,Chaibasa,2012,144,0
Jharkhand,Chatra,2012,53,2
Jharkhand,Deoghar,2012,58,8
Jharkhand,Dhanbad,2012,69,14
Jharkhand,Dhanbad Rly.,2012,5,0
Jharkhand,Dumka,2012,66,7
Jharkhand,Garhwa,2012,85,6
Jharkhand,Giridih,2012,72,0
Jharkhand,Godda,2012,49,0
Jharkhand,Gumla,2012,192,4
Jharkhand,Hazaribagh,2012,68,5
Jharkhand,Jamshedpur,2012,85,5
Jharkhand,Jamshedpur Rly.,2012,7,1
Jharkhand,Jamtara,2012,21,2
Jharkhand,Khunti,2012,106,2
Jharkhand,Koderma,2012,17,2
Jharkhand,Latehar,2012,46,2
Jharkhand,Lohardagga,2012,36,7
Jharkhand,Pakur,2012,38,5
Jharkhand,Palamu,2012,70,0
Jharkhand,Ramgarh,2012,27,1
Jharkhand,Ranchi,2012,145,13
Jharkhand,Sahebganj,2012,57,1
Jharkhand,Saraikela,2012,51,2
Jharkhand,Simdega,2012,66,2
Jharkhand,Total,2012,1694,92
Karnataka,Bagalkot,2012,51,1
Karnataka,Bangalore Commr.,2012,266,6
Karnataka,Bangalore Rural,2012,93,0
Karnataka,Belgaum,2012,142,3
Karnataka,Bellary,2012,54,2
Karnataka,Bidar,2012,38,0
Karnataka,Bijapur,2012,69,1
Karnataka,Cbpura,2012,51,7
Karnataka,Chamarajnagar,2012,18,0
Karnataka,Chickmagalur,2012,33,9
Karnataka,Chitradurga,2012,43,7
Karnataka,Dakshin Kannada,2012,23,0
Karnataka,Davanagere,2012,42,8
Karnataka,Dharwad Commr.,2012,18,1
Karnataka,Dharwad Rural,2012,27,1
Karnataka,Gadag,2012,24,1
Karnataka,Gulbarga,2012,82,0
Karnataka,Hassan,2012,77,5
Karnataka,Haveri,2012,19,0
Karnataka,K.G.F.,2012,16,0
Karnataka,Kodagu,2012,29,3
Karnataka,Kolar,2012,46,0
Karnataka,Koppal,2012,24,0
Karnataka,Mandya,2012,86,1
Karnataka,Mangalore City,2012,28,0
Karnataka,Mysore Commr.,2012,31,0
Karnataka,Mysore Rural,2012,78,1
Karnataka,Raichur,2012,42,1
Karnataka,Railways,2012,19,0
Karnataka,Ramanagar,2012,77,1
Karnataka,Shimoga,2012,50,2
Karnataka,Tumkur,2012,91,5
Karnataka,Udupi,2012,14,3
Karnataka,Uttar Kannada,2012,33,2
Karnataka,Yadgiri,2012,26,0
Karnataka,Total,2012,1860,71
Kerala,Alapuzha,2012,20,6
Kerala,Ernakulam Commr.,2012,9,0
Kerala,Ernakulam Rural,2012,21,4
Kerala,Idukki,2012,22,3
Kerala,Kannur,2012,32,10
Kerala,Kasargod,2012,14,2
Kerala,Kollam Commr.,2012,21,6
Kerala,Kollam Rural,2012,30,6
Kerala,Kottayam,2012,20,2
Kerala,Kozhikode Commr.,2012,7,0
Kerala,Kozhikode Rural,2012,9,5
Kerala,Malappuram,2012,16,4
Kerala,Palakkad,2012,32,15
Kerala,Pathanamthitta,2012,28,3
Kerala,Railways,2012,0,0
Kerala,Thrissur Commr.,2012,9,11
Kerala,Thrissur Rural,2012,18,9
Kerala,Trivandrum Commr.,2012,14,1
Kerala,Trivandrum Rural,2012,42,15
Kerala,Wayanadu,2012,10,5
Kerala,Total,2012,374,107
Madhya Pradesh,Alirajpur,2012,60,0
Madhya Pradesh,Anuppur,2012,35,1
Madhya Pradesh,Ashok Nagar,2012,34,3
Madhya Pradesh,Balaghat,2012,43,6
Madhya Pradesh,Barwani,2012,46,0
Madhya Pradesh,Betul,2012,75,1
Madhya Pradesh,Bhind,2012,64,3
Madhya Pradesh,Bhopal,2012,78,0
Madhya Pradesh,Bhopal Rly.,2012,4,1
Madhya Pradesh,Burhanpur,2012,11,0
Madhya Pradesh,Chhatarpur,2012,50,3
Madhya Pradesh,Chhindwara,2012,61,2
Madhya Pradesh,Damoh,2012,51,0
Madhya Pradesh,Datiya,2012,51,0
Madhya Pradesh,Dewas,2012,62,1
Madhya Pradesh,Dhar,2012,61,4
Madhya Pradesh,Dindori,2012,32,5
Madhya Pradesh,Guna,2012,44,2
Madhya Pradesh,Gwalior,2012,96,24
Madhya Pradesh,Harda,2012,14,0
Madhya Pradesh,Hoshangabad,2012,44,1
Madhya Pradesh,Indore,2012,123,3
Madhya Pradesh,Indore Rly.,2012,3,0
Madhya Pradesh,Jabalpur,2012,98,7
Madhya Pradesh,Jabalpur Rly.,2012,6,0
Madhya Pradesh,Jhabua,2012,20,0
Madhya Pradesh,Katni,2012,36,2
Madhya Pradesh,Khandwa,2012,27,0
Madhya Pradesh,Khargon,2012,51,1
Madhya Pradesh,Mandla,2012,25,3
Madhya Pradesh,Mandsaur,2012,37,0
Madhya Pradesh,Morena,2012,53,4
Madhya Pradesh,Narsinghpur,2012,46,0
Madhya Pradesh,Neemuch,2012,18,0
Madhya Pradesh,Panna,2012,30,2
Madhya Pradesh,Raisen,2012,54,0
Madhya Pradesh,Rajgarh,2012,36,2
Madhya Pradesh,Ratlam,2012,37,1
Madhya Pradesh,Rewa,2012,54,7
Madhya Pradesh,Sagar,2012,83,3
Madhya Pradesh,Satna,2012,72,0
Madhya Pradesh,Seoni,2012,38,7
Madhya Pradesh,Shahdol,2012,44,0
Madhya Pradesh,Shajapur,2012,39,2
Madhya Pradesh,Sheopur,2012,8,0
Madhya Pradesh,Shivpuri,2012,61,1
Madhya Pradesh,Sidhi,2012,31,2
Madhya Pradesh,Sihore,2012,23,0
Madhya Pradesh,Singrauli,2012,36,1
Madhya Pradesh,Tikamgarh,2012,43,6
Madhya Pradesh,Ujjain,2012,55,1
Madhya Pradesh,Umariya,2012,12,0
Madhya Pradesh,Vidisha,2012,58,2
Madhya Pradesh,Total,2012,2373,114
Maharashtra,Ahmednagar,2012,111,5
Maharashtra,Akola,2012,42,3
Maharashtra,Amravati Commr.,2012,24,1
Maharashtra,Amravati Rural,2012,63,4
Maharashtra,Aurangabad Commr.,2012,46,5
Maharashtra,Aurangabad Rural,2012,74,4
Maharashtra,Beed,2012,84,9
Maharashtra,Bhandara,2012,20,3
Maharashtra,Buldhana,2012,49,5
Maharashtra,Chandrapur,2012,44,0
Maharashtra,Dhule,2012,50,1
Maharashtra,Gadchiroli,2012,57,2
Maharashtra,Gondia,2012,41,2
Maharashtra,Hingoli,2012,25,1
Maharashtra,Jalgaon,2012,102,4
Maharashtra,Jalna,2012,45,6
Maharashtra,Kolhapur,2012,63,0
Maharashtra,Latur,2012,67,4
Maharashtra,Mumbai Commr.,2012,215,9
Maharashtra,Mumbai Rly.,2012,8,2
Maharashtra,Nagpur Commr.,2012,88,15
Maharashtra,Nagpur Rly.,2012,5,0
Maharashtra,Nagpur Rural,2012,55,7
Maharashtra,Nanded,2012,81,1
Maharashtra,Nandurbar,2012,35,0
Maharashtra,Nasik Commr.,2012,32,0
Maharashtra,Nasik Rural,2012,87,7
Maharashtra,Navi Mumbai,2012,57,2
Maharashtra,Osmanabad,2012,54,4
Maharashtra,Parbhani,2012,34,0
Maharashtra,Pune Commr.,2012,110,3
Maharashtra,Pune Rly.,2012,4,2
Maharashtra,Pune Rural,2012,163,12
Maharashtra,Raigad,2012,40,0
Maharashtra,Ratnagiri,2012,10,1
Maharashtra,Sangli,2012,47,5
Maharashtra,Satara,2012,65,5
Maharashtra,Sindhudurg,2012,8,1
Maharashtra,Solapur Commr.,2012,18,0
Maharashtra,Solapur Rural,2012,92,7
Maharashtra,Thane Commr.,2012,110,6
Maharashtra,Thane Rural,2012,146,8
Maharashtra,Wardha,2012,30,4
Maharashtra,Washim,2012,40,4
Maharashtra,Yavatmal,2012,71,7
Maharashtra,Total,2012,2712,171
Manipur,Bishnupur,2012,10,0
Manipur,Chandel,2012,7,0
Manipur,Churachandpur,2012,8,0
Manipur,Cid,2012,0,0
Manipur,Imphal East,2012,10,1
Manipur,Imphal West,2012,14,3
Manipur,Senapati,2012,2,0
Manipur,Tamenglong,2012,11,0
Manipur,Thoubal,2012,16,0
Manipur,Ukhrul,2012,5,0
Manipur,Total,2012,83,4
Meghalaya,Garo Hills East,2012,9,0
Meghalaya,Garo Hills South,2012,7,0
Meghalaya,Garo Hills West,2012,19,0
Meghalaya,Jaintia Hills,2012,44,0
Meghalaya,Khasi Hills East,2012,31,6
Meghalaya,Khasi Hills West,2012,16,1
Meghalaya,Ri-Bhoi,2012,11,1
Meghalaya,Total,2012,137,8
Mizoram,Aizawl,2012,12,0
Mizoram,Champhai,2012,5,5
Mizoram,Kolasib,2012,4,0
Mizoram,Lawngtlai,2012,3,1
Mizoram,Lunglei,2012,0,0
Mizoram,Mamit,2012,3,0
Mizoram,Saiha,2012,0,1
Mizoram,Serchhip,2012,3,0
Mizoram,Total,2012,30,7
Nagaland,Dimapur,2012,26,0
Nagaland,Kiphire,2012,4,1
Nagaland,Kohima,2012,11,1
Nagaland,Longleng,2012,1,0
Nagaland,Mokokchung,2012,5,0
Nagaland,Mon,2012,6,0
Nagaland,Peren,2012,5,0
Nagaland,Phek,2012,2,3
Nagaland,Tuensang,2012,4,1
Nagaland,Wokha,2012,1,0
Nagaland,Zunheboto,2012,10,0
Nagaland,Total,2012,75,6
Orissa,Angul,2012,65,0
Orissa,Balasore,2012,75,4
Orissa,Baragarh,2012,33,0
Orissa,Berhampur,2012,30,4
Orissa,Bhadrak,2012,39,0
Orissa,Bolangir,2012,44,0
Orissa,Boudh,2012,18,0
Orissa,Cuttack,2012,48,0
Orissa,Dcp Bbsr,2012,46,0
Orissa,Dcp Ctc,2012,36,0
Orissa,Deogarh,2012,23,0
Orissa,Dhenkanal,2012,47,0
Orissa,Gajapati,2012,12,1
Orissa,Ganjam,2012,86,0
Orissa,Jagatsinghpur,2012,37,0
Orissa,Jajpur,2012,78,0
Orissa,Jharsuguda,2012,16,0
Orissa,Kalahandi,2012,37,2
Orissa,Kandhamal,2012,29,0
Orissa,Kendrapara,2012,49,1
Orissa,Keonjhar,2012,97,23
Orissa,Khurda,2012,37,16
Orissa,Koraput,2012,55,0
Orissa,Malkangir,2012,40,0
Orissa,Mayurbhanj,2012,80,0
Orissa,Nayagarh,2012,38,0
Orissa,Nowrangpur,2012,39,2
Orissa,Nuapada,2012,19,0
Orissa,Puri,2012,61,0
Orissa,Rayagada,2012,24,0
Orissa,Rourkela,2012,80,0
Orissa,Sambalpur,2012,54,0
Orissa,Sonepur,2012,17,0
Orissa,Srp(Cuttack),2012,5,0
Orissa,Srp(Rourkela),2012,6,0
Orissa,Sundargarh,2012,48,1
Orissa,Total,2012,1548,54
Punjab,Amritsar Rural,2012,46,1
Punjab,Barnala,2012,18,2
Punjab,Batala,2012,19,8
Punjab,Bhatinda,2012,53,4
Punjab,Cp Amritsar,2012,42,2
Punjab,Cp Jalandhar,2012,14,5
Punjab,Cp Ludhiana,2012,79,11
Punjab,Faridkot,2012,22,0
Punjab,Fatehgarh Sahib,2012,17,2
Punjab,Fazilka,2012,37,3
Punjab,Ferozpur,2012,37,2
Punjab,G.R.P,2012,5,1
Punjab,Gurdaspur,2012,19,5
Punjab,Hoshiarpur,2012,45,4
Punjab,Jalandhar Rural,2012,49,4
Punjab,Kapurthala,2012,24,4
Punjab,Khanna,2012,20,2
Punjab,Ludhiana Rural,2012,25,5
Punjab,Mansa,2012,15,6
Punjab,Moga,2012,37,2
Punjab,Muktsar,2012,25,3
Punjab,Pathankot,2012,11,0
Punjab,Patiala,2012,53,13
Punjab,Ropar,2012,20,1
Punjab,Sangrur,2012,41,6
Punjab,Sas Ngr,2012,22,2
Punjab,Sbs Nagar,2012,19,1
Punjab,Tarn Taran,2012,41,5
Punjab,Total,2012,855,104
Rajasthan,Ajmer,2012,38,7
Rajasthan,Alwar,2012,100,7
Rajasthan,Banswara,2012,34,3
Rajasthan,Baran,2012,45,0
Rajasthan,Barmer,2012,29,3
Rajasthan,Bharatpur,2012,91,2
Rajasthan,Bhilwara,2012,29,1
Rajasthan,Bikaner,2012,45,9
Rajasthan,Bundi,2012,18,5
Rajasthan,Chittorgarh,2012,38,2
Rajasthan,Churu,2012,42,2
Rajasthan,Dausa,2012,30,6
Rajasthan,Dholpur,2012,50,6
Rajasthan,Dungarpur,2012,26,1
Rajasthan,G.R.P.Ajmer,2012,4,0
Rajasthan,G.R.P.Jodhpur,2012,2,0
Rajasthan,Ganganagar,2012,51,0
Rajasthan,Hanumangarh,2012,49,0
Rajasthan,Jaipur East,2012,21,3
Rajasthan,Jaipur North,2012,12,0
Rajasthan,Jaipur Rural,2012,38,2
Rajasthan,Jaipur South,2012,17,1
Rajasthan,Jaipur West,2012,26,2
Rajasthan,Jaisalmer,2012,9,0
Rajasthan,Jalore,2012,23,0
Rajasthan,Jhalawar,2012,47,4
Rajasthan,Jhunjhunu,2012,36,3
Rajasthan,Jodhpur East,2012,12,3
Rajasthan,Jodhpur Rural,2012,34,3
Rajasthan,Jodhpur West,2012,15,3
Rajasthan,Karauli,2012,41,0
Rajasthan,Kota City,2012,28,1
Rajasthan,Kota Rural,2012,20,1
Rajasthan,Nagaur,2012,49,2
Rajasthan,Pali,2012,56,8
Rajasthan,Pratapgarh,2012,29,3
Rajasthan,Rajsamand,2012,26,1
Rajasthan,Sawai Madhopur,2012,24,2
Rajasthan,Sikar,2012,51,0
Rajasthan,Sirohi,2012,29,1
Rajasthan,Tonk,2012,21,0
Rajasthan,Udaipur,2012,76,1
Rajasthan,Total,2012,1461,98
Sikkim,East,2012,3,0
Sikkim,North,2012,1,0
Sikkim,South,2012,1,0
Sikkim,West,2012,2,0
Sikkim,Total,2012,7,0
Tamil Nadu,Ariyalur,2012,19,3
Tamil Nadu,Chennai,2012,180,4
Tamil Nadu,Chennai Rly.,2012,1,0
Tamil Nadu,Coimbatore Rural,2012,51,0
Tamil Nadu,Coimbatore Urban,2012,29,0
Tamil Nadu,Cuddalore,2012,70,3
Tamil Nadu,Dharmapuri,2012,50,10
Tamil Nadu,Dindigul,2012,74,0
Tamil Nadu,Erode,2012,40,0
Tamil Nadu,Kanchipuram,2012,76,0
Tamil Nadu,Kanyakumari,2012,53,2
Tamil Nadu,Karur,2012,26,0
Tamil Nadu,Krishnagiri,2012,63,0
Tamil Nadu,Madurai Rural,2012,76,2
Tamil Nadu,Madurai Urban,2012,31,0
Tamil Nadu,Nagapattinam,2012,56,0
Tamil Nadu,Namakkal,2012,30,0
Tamil Nadu,Nilgiris,2012,14,0
Tamil Nadu,Perambalur,2012,11,0
Tamil Nadu,Pudukottai,2012,31,1
Tamil Nadu,Ramnathapuram,2012,54,1
Tamil Nadu,Salem Rural,2012,60,0
Tamil Nadu,Salem Urban,2012,16,0
Tamil Nadu,Sivagangai,2012,47,0
Tamil Nadu,Thanjavur,2012,62,0
Tamil Nadu,Theni,2012,39,1
Tamil Nadu,Thirunelveli Rural,2012,88,0
Tamil Nadu,Thirunelveli Urban,2012,19,0
Tamil Nadu,Thiruvallur,2012,40,2
Tamil Nadu,Thiruvannamalai,2012,52,0
Tamil Nadu,Thiruvarur,2012,33,0
Tamil Nadu,Thoothugudi,2012,85,0
Tamil Nadu,Tiruppur,2012,63,0
Tamil Nadu,Trichy Rly.,2012,2,0
Tamil Nadu,Trichy Rural,2012,44,0
Tamil Nadu,Trichy Urban,2012,26,0
Tamil Nadu,Vellore,2012,76,11
Tamil Nadu,Villupuram,2012,100,4
Tamil Nadu,Virudhunagar,2012,62,0
Tamil Nadu,Total,2012,1949,44
Tripura,Dhalai,2012,20,1
Tripura,Gomati,2012,18,0
Tripura,Grp,2012,1,0
Tripura,Khowai,2012,12,0
Tripura,North,2012,11,0
Tripura,Sipahijala,2012,12,0
Tripura,South,2012,15,0
Tripura,Unakoti,2012,9,1
Tripura,West,2012,26,0
Tripura,Total,2012,124,2
Uttar Pradesh,Agra,2012,152,40
Uttar Pradesh,Aligarh,2012,177,30
Uttar Pradesh,Allahabad,2012,115,35
Uttar Pradesh,Ambedkar Nagar,2012,35,9
Uttar Pradesh,Auraiya,2012,24,9
Uttar Pradesh,Azamgarh,2012,73,34
Uttar Pradesh,Badaun,2012,108,31
Uttar Pradesh,Baghpat,2012,80,16
Uttar Pradesh,Bahraich,2012,41,23
Uttar Pradesh,Ballia,2012,45,15
Uttar Pradesh,Balrampur,2012,23,2
Uttar Pradesh,Banda,2012,40,20
Uttar Pradesh,Barabanki,2012,73,29
Uttar Pradesh,Bareilly,2012,114,36
Uttar Pradesh,Basti,2012,33,14
Uttar Pradesh,Bhim Nagar,2012,77,23
Uttar Pradesh,Bijnor,2012,89,16
Uttar Pradesh,Bulandshahar,2012,140,44
Uttar Pradesh,Chandoli,2012,25,10
Uttar Pradesh,Chitrakoot Dham,2012,34,9
Uttar Pradesh,Csm Nagar,2012,35,15
Uttar Pradesh,Deoria,2012,35,18
Uttar Pradesh,Etah,2012,73,21
Uttar Pradesh,Etawah,2012,59,9
Uttar Pradesh,Faizabad,2012,45,11
Uttar Pradesh,Fatehgarh,2012,68,10
Uttar Pradesh,Fatehpur,2012,79,20
Uttar Pradesh,Firozabad,2012,100,30
Uttar Pradesh,G.R.P.,2012,22,7
Uttar Pradesh,Gautambudh Nagar,2012,89,16
Uttar Pradesh,Ghaziabad,2012,146,39
Uttar Pradesh,Ghazipur,2012,47,23
Uttar Pradesh,Gonda,2012,39,22
Uttar Pradesh,Gorakhpur,2012,98,45
Uttar Pradesh,Hamirpur,2012,36,21
Uttar Pradesh,Hardoi,2012,77,30
Uttar Pradesh,Hathras,2012,53,13
Uttar Pradesh,J.P.Nagar,2012,60,15
Uttar Pradesh,Jalaun,2012,46,10
Uttar Pradesh,Jaunpur,2012,50,27
Uttar Pradesh,Jhansi,2012,65,14
Uttar Pradesh,Kannauj,2012,48,13
Uttar Pradesh,Kanpur Nagar,2012,151,28
Uttar Pradesh,Kanshiram Nagar,2012,50,6
Uttar Pradesh,Kaushambi,2012,44,14
Uttar Pradesh,Khiri,2012,89,21
Uttar Pradesh,Kushi Nagar,2012,36,22
Uttar Pradesh,Lalitpur,2012,23,11
Uttar Pradesh,Lucknow,2012,141,27
Uttar Pradesh,Maharajganj,2012,30,16
Uttar Pradesh,Mahoba,2012,29,7
Uttar Pradesh,Mainpuri,2012,81,18
Uttar Pradesh,Mathura,2012,101,19
Uttar Pradesh,Mau,2012,23,15
Uttar Pradesh,Meerut,2012,202,28
Uttar Pradesh,Mirzapur,2012,27,8
Uttar Pradesh,Moradabad,2012,90,14
Uttar Pradesh,Muzaffarnagar,2012,126,21
Uttar Pradesh,Panchshil Nagar,2012,56,14
Uttar Pradesh,Pilibhit,2012,47,6
Uttar Pradesh,Prabuddh Nagar,2012,55,12
Uttar Pradesh,Pratapgarh,2012,57,21
Uttar Pradesh,Raibareilly,2012,37,9
Uttar Pradesh,Ramabai Nagar,2012,44,8
Uttar Pradesh,Rampur,2012,51,13
Uttar Pradesh,Saharanpur,2012,70,37
Uttar Pradesh,Sant Kabirnagar,2012,16,8
Uttar Pradesh,Shahjahanpur,2012,77,21
Uttar Pradesh,Shrawasti,2012,24,7
Uttar Pradesh,Sidharthnagar,2012,27,4
Uttar Pradesh,Sitapur,2012,96,23
Uttar Pradesh,Sonbhadra,2012,25,19
Uttar Pradesh,St.Ravidasnagar,2012,10,7
Uttar Pradesh,Sultanpur,2012,44,13
Uttar Pradesh,Unnao,2012,60,26
Uttar Pradesh,Varanasi,2012,59,13
Uttar Pradesh,Total,2012,4966,1410
Uttarakhand,Almora,2012,4,1
Uttarakhand,Bageshwar,2012,3,0
Uttarakhand,Chamoli,2012,1,1
Uttarakhand,Champawat,2012,2,0
Uttarakhand,Dehradun,2012,37,7
Uttarakhand,Haridwar,2012,74,9
Uttarakhand,Nainital,2012,17,10
Uttarakhand,Pauri Garhwal,2012,9,3
Uttarakhand,Pithoragarh,2012,9,2
Uttarakhand,Rudra Prayag,2012,3,3
Uttarakhand,Tehri Garhwal,2012,5,0
Uttarakhand,Udhamsingh Nagar,2012,52,8
Uttarakhand,Uttarkashi,2012,1,0
Uttarakhand,Total,2012,217,44
West Bengal,24 Parganas North,2012,140,80
West Bengal,24 Parganas South,2012,224,28
West Bengal,Asansol,2012,60,9
West Bengal,Bankura,2012,61,6
West Bengal,Bdn Cp,2012,15,4
West Bengal,Birbhum,2012,113,63
West Bengal,Bkp Cp,2012,89,18
West Bengal,Burdwan,2012,91,23
West Bengal,Coochbehar,2012,48,25
West Bengal,Dakshin Dinajpur,2012,53,8
West Bengal,Darjeeling,2012,27,15
West Bengal,Hooghly,2012,132,16
West Bengal,Howrah,2012,67,13
West Bengal,Howrah City,2012,39,9
West Bengal,Howrah G.R.P.,2012,16,6
West Bengal,Jalpaiguri,2012,117,27
West Bengal,Jhargram,2012,30,5
West Bengal,Kharagpur G.R.P.,2012,6,0
West Bengal,Kolkata,2012,85,29
West Bengal,Malda,2012,118,21
West Bengal,Murshidabad,2012,174,30
West Bengal,Nadia,2012,146,21
West Bengal,Paschim Midnapur,2012,88,27
West Bengal,Purab Midnapur,2012,82,15
West Bengal,Purulia,2012,66,6
West Bengal,Sealdah G.R.P.,2012,19,2
West Bengal,Siliguri G.R.P.,2012,4,0
West Bengal,Siliguri_Pc,2012,32,6
West Bengal,Uttar Dinajpur,2012,110,10
West Bengal,Total,2012,2252,522
Andaman & Nicobar Islands,Car,2012,2,0
Andaman & Nicobar Islands,North,2012,5,0
Andaman & Nicobar Islands,South,2012,8,0
Andaman & Nicobar Islands,Total,2012,15,0
