statename,distname,YEAR,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,AUTO THEFT
Tamil Nadu,Madurai Urban,2012,65,2,79,459,201
Tamil Nadu,Nagapattinam,2012,42,2,18,200,68
Tamil Nadu,Namakkal,2012,48,4,44,106,39
Tamil Nadu,Nilgiris,2012,8,0,5,42,10
Tamil Nadu,Perambalur,2012,31,1,13,83,34
Tamil Nadu,Pudukottai,2012,33,1,18,141,50
Tamil Nadu,Ramnathapuram,2012,40,4,45,178,43
Tamil Nadu,Salem Rural,2012,79,0,26,204,80
Tamil Nadu,Salem Urban,2012,23,4,39,162,102
Tamil Nadu,Sivagangai,2012,43,4,34,194,50
Tamil Nadu,Thanjavur,2012,57,4,100,420,249
Tamil Nadu,Theni,2012,45,3,48,215,68
Tamil Nadu,Thirunelveli Rural,2012,52,1,103,230,52
Tamil Nadu,Thirunelveli Urban,2012,7,0,38,58,8
Tamil Nadu,Thiruvallur,2012,14,1,24,203,58
Tamil Nadu,Thiruvannamalai,2012,62,2,19,241,72
Tamil Nadu,Thiruvarur,2012,34,1,20,175,54
Tamil Nadu,Thoothugudi,2012,41,3,78,248,57
Tamil Nadu,Tiruppur,2012,51,6,131,554,257
Tamil Nadu,Trichy Rly.,2012,1,0,3,82,0
Tamil Nadu,Trichy Rural,2012,29,0,46,103,39
Tamil Nadu,Trichy Urban,2012,22,0,56,253,52
Tamil Nadu,Vellore,2012,76,6,40,489,251
Tamil Nadu,Villupuram,2012,202,7,51,601,335
Tamil Nadu,Virudhunagar,2012,39,3,51,264,32
Tamil Nadu,Total,2012,1945,97,1898,11996,3915
Tripura,Dhalai,2012,11,2,13,29,2
Tripura,Gomati,2012,16,2,5,132,38
Tripura,Grp,2012,0,0,0,5,0
Tripura,Khowai,2012,5,0,1,33,7
Tripura,North,2012,16,2,4,45,9
Tripura,Sipahijala,2012,29,0,10,84,17
Tripura,South,2012,17,1,8,46,2
Tripura,Unakoti,2012,10,0,9,45,2
Tripura,West,2012,35,0,10,146,63
Tripura,Total,2012,139,7,60,565,140
Uttar Pradesh,Agra,2012,321,14,233,3472,2744
Uttar Pradesh,Aligarh,2012,298,22,121,1350,824
Uttar Pradesh,Allahabad,2012,223,4,55,1307,956
Uttar Pradesh,Ambedkar Nagar,2012,69,0,24,123,53
Uttar Pradesh,Auraiya,2012,102,1,19,150,89
Uttar Pradesh,Azamgarh,2012,121,1,59,240,128
Uttar Pradesh,Badaun,2012,107,3,40,218,97
Uttar Pradesh,Baghpat,2012,80,3,46,260,126
Uttar Pradesh,Bahraich,2012,116,1,15,215,106
Uttar Pradesh,Ballia,2012,84,8,38,235,134
Uttar Pradesh,Balrampur,2012,53,2,6,62,33
Uttar Pradesh,Banda,2012,48,0,9,134,49
Uttar Pradesh,Barabanki,2012,130,0,16,197,90
Uttar Pradesh,Bareilly,2012,265,3,68,762,379
Uttar Pradesh,Basti,2012,61,0,12,161,90
Uttar Pradesh,Bhim Nagar,2012,93,7,43,279,118
Uttar Pradesh,Bijnor,2012,160,4,56,357,133
Uttar Pradesh,Bulandshahar,2012,188,6,61,526,255
Uttar Pradesh,Chandoli,2012,34,2,13,124,55
Uttar Pradesh,Chitrakoot Dham,2012,43,2,7,97,27
Uttar Pradesh,Csm Nagar,2012,105,1,17,137,71
Uttar Pradesh,Deoria,2012,67,2,12,177,117
Uttar Pradesh,Etah,2012,110,9,37,389,219
Uttar Pradesh,Etawah,2012,71,3,33,273,190
Uttar Pradesh,Faizabad,2012,143,0,33,263,127
Uttar Pradesh,Fatehgarh,2012,106,4,15,267,154
Uttar Pradesh,Fatehpur,2012,118,6,17,131,73
Uttar Pradesh,Firozabad,2012,193,3,85,635,421
Uttar Pradesh,G.R.P.,2012,14,8,40,1836,87
Uttar Pradesh,Gautambudh Nagar,2012,158,7,202,2912,2008
Uttar Pradesh,Ghaziabad,2012,255,6,106,2707,2103
Uttar Pradesh,Ghazipur,2012,61,3,28,173,105
Uttar Pradesh,Gonda,2012,125,0,31,238,96
Uttar Pradesh,Gorakhpur,2012,232,14,69,971,685
Uttar Pradesh,Hamirpur,2012,46,5,17,72,17
Uttar Pradesh,Hardoi,2012,135,0,12,246,101
Uttar Pradesh,Hathras,2012,84,14,43,283,160
Uttar Pradesh,J.P.Nagar,2012,69,4,52,234,134
Uttar Pradesh,Jalaun,2012,68,3,16,153,94
Uttar Pradesh,Jaunpur,2012,115,1,53,186,91
Uttar Pradesh,Jhansi,2012,74,2,29,346,229
Uttar Pradesh,Kannauj,2012,86,0,8,128,57
Uttar Pradesh,Kanpur Nagar,2012,318,13,142,1514,1178
Uttar Pradesh,Kanshiram Nagar,2012,65,0,12,133,76
Uttar Pradesh,Kaushambi,2012,54,1,13,88,28
Uttar Pradesh,Khiri,2012,182,2,23,417,233
Uttar Pradesh,Kushi Nagar,2012,98,1,10,146,100
Uttar Pradesh,Lalitpur,2012,25,0,11,57,25
Uttar Pradesh,Lucknow,2012,315,8,63,2462,1663
Uttar Pradesh,Maharajganj,2012,95,9,10,88,41
Uttar Pradesh,Mahoba,2012,48,0,12,81,19
Uttar Pradesh,Mainpuri,2012,139,7,56,404,293
Uttar Pradesh,Mathura,2012,155,12,73,840,598
Uttar Pradesh,Mau,2012,82,1,27,198,134
Uttar Pradesh,Meerut,2012,287,16,264,2394,1668
Uttar Pradesh,Mirzapur,2012,7,1,3,41,20
Uttar Pradesh,Moradabad,2012,162,14,95,842,499
Uttar Pradesh,Muzaffarnagar,2012,217,5,62,594,325
Uttar Pradesh,Panchshil Nagar,2012,65,1,38,366,213
Uttar Pradesh,Pilibhit,2012,65,7,7,83,37
Uttar Pradesh,Prabuddh Nagar,2012,64,1,41,169,89
Uttar Pradesh,Pratapgarh,2012,116,2,43,238,143
Uttar Pradesh,Raibareilly,2012,96,1,14,179,79
Uttar Pradesh,Ramabai Nagar,2012,83,1,11,85,39
Uttar Pradesh,Rampur,2012,100,5,48,338,151
Uttar Pradesh,Saharanpur,2012,101,1,34,448,230
Uttar Pradesh,Sant Kabirnagar,2012,50,0,9,55,28
Uttar Pradesh,Shahjahanpur,2012,130,3,17,227,95
Uttar Pradesh,Shrawasti,2012,42,18,5,57,8
Uttar Pradesh,Sidharthnagar,2012,48,2,3,79,36
Uttar Pradesh,Sitapur,2012,241,3,32,405,159
Uttar Pradesh,Sonbhadra,2012,31,1,8,95,39
Uttar Pradesh,St.Ravidasnagar,2012,18,0,2,47,20
Uttar Pradesh,Sultanpur,2012,67,7,33,279,150
Uttar Pradesh,Unnao,2012,182,1,14,201,88
Uttar Pradesh,Varanasi,2012,99,0,28,700,444
Uttar Pradesh,Total,2012,8878,322,3159,37376,22773
Uttarakhand,Almora,2012,0,0,4,21,3
Uttarakhand,Bageshwar,2012,1,0,0,4,1
Uttarakhand,Chamoli,2012,2,0,0,9,0
Uttarakhand,Champawat,2012,0,0,1,5,0
Uttarakhand,Dehradun,2012,43,4,19,575,277
Uttarakhand,Haridwar,2012,106,11,67,619,309
Uttarakhand,Nainital,2012,29,2,12,107,53
Uttarakhand,Pauri Garhwal,2012,10,0,3,58,22
Uttarakhand,Pithoragarh,2012,1,0,0,7,1
Uttarakhand,Rudra Prayag,2012,3,0,4,6,0
Uttarakhand,Tehri Garhwal,2012,3,0,3,17,7
Uttarakhand,Udhamsingh Nagar,2012,95,12,31,474,273
Uttarakhand,Uttarkashi,2012,4,0,0,11,3
Uttarakhand,Total,2012,297,29,144,1913,949
West Bengal,24 Parganas North,2012,497,34,61,1453,381
West Bengal,24 Parganas South,2012,419,34,35,1279,194
West Bengal,Asansol,2012,77,15,75,947,254
West Bengal,Bankura,2012,84,11,26,224,47
West Bengal,Bdn Cp,2012,53,3,17,847,216
West Bengal,Birbhum,2012,76,10,42,374,112
West Bengal,Bkp Cp,2012,214,16,48,1357,508
West Bengal,Burdwan,2012,99,6,41,470,194
West Bengal,Coochbehar,2012,179,3,9,284,90
West Bengal,Dakshin Dinajpur,2012,142,1,3,252,27
West Bengal,Darjeeling,2012,47,6,6,318,55
West Bengal,Hooghly,2012,177,10,26,807,205
West Bengal,Howrah,2012,132,14,36,439,117
West Bengal,Howrah City,2012,191,3,35,1166,274
West Bengal,Howrah G.R.P.,2012,4,2,3,323,0
West Bengal,Jalpaiguri,2012,334,5,36,1461,292
West Bengal,Jhargram,2012,21,10,19,97,11
West Bengal,Kharagpur G.R.P.,2012,4,0,3,149,0
West Bengal,Kolkata,2012,271,8,44,4960,659
West Bengal,Malda,2012,290,2,15,413,161
West Bengal,Murshidabad,2012,579,9,42,961,309
West Bengal,Nadia,2012,433,29,34,1251,244
West Bengal,Paschim Midnapur,2012,115,13,37,582,141
West Bengal,Purab Midnapur,2012,196,10,28,450,127
West Bengal,Purulia,2012,44,8,26,255,44
West Bengal,Sealdah G.R.P.,2012,7,0,10,421,2
West Bengal,Siliguri G.R.P.,2012,3,1,1,167,0
West Bengal,Siliguri_Pc,2012,123,3,29,849,365
West Bengal,Uttar Dinajpur,2012,306,13,29,435,129
West Bengal,Total,2012,5117,279,816,22991,5158
Andaman & Nicobar Islands,Car,2012,1,1,0,4,0
Andaman & Nicobar Islands,North,2012,0,0,1,13,0
Andaman & Nicobar Islands,South,2012,7,4,1,54,0
Andaman & Nicobar Islands,Total,2012,8,5,2,71,0
Chandigarh,Chandigarh,2012,87,3,63,1549,894
Chandigarh,Total,2012,87,3,63,1549,894
Dadra & Nagar Haveli,D And N Haveli,2012,13,2,2,68,36
Dadra & Nagar Haveli,Total,2012,13,2,2,68,36
Daman & Diu,Daman,2012,2,1,3,52,39
Daman & Diu,Diu,2012,1,0,0,3,3
Daman & Diu,Total,2012,3,1,3,55,42
Nct Of Delhi,Caw,2012,0,0,0,0,0
Nct Of Delhi,Central,2012,180,2,47,1403,846
Nct Of Delhi,Crime Branch,2012,3,0,0,1,0
Nct Of Delhi,Delhi Ut Total,2012,3970,28,608,22032,14391
Nct Of Delhi,East,2012,503,4,57,3258,2137
Nct Of Delhi,Eow,2012,0,0,0,0,0
Nct Of Delhi,Grp(Rly),2012,27,0,12,630,32
Nct Of Delhi,Igi Airport,2012,1,0,1,68,16
Nct Of Delhi,New Delhi,2012,28,0,9,374,138
Nct Of Delhi,North,2012,153,0,45,1025,612
Nct Of Delhi,North-East,2012,510,4,58,2616,1944
Nct Of Delhi,North-West,2012,357,6,65,1901,1329
Nct Of Delhi,Outer,2012,572,6,91,2215,1405
Nct Of Delhi,South,2012,245,2,52,2126,1354
Nct Of Delhi,South-East,2012,538,2,72,2892,2045
Nct Of Delhi,South-West,2012,399,0,47,1171,800
Nct Of Delhi,Stf,2012,0,0,0,0,0
Nct Of Delhi,West,2012,454,2,52,2352,1733
Lakshadweep,Lakshadweep,2012,0,0,0,7,1
Lakshadweep,Total,2012,0,0,0,7,1
Pondicherry,Karaikal,2012,2,0,3,81,53
Pondicherry,Puducherry,2012,17,5,13,577,409
Pondicherry,Total,2012,19,5,16,658,462
Andhra Pradesh,Adilabad,2013,65,2,14,377,86
Andhra Pradesh,Anantapur,2013,110,5,23,597,154
Andhra Pradesh,Chittoor,2013,52,3,11,512,158
Andhra Pradesh,Cuddapah,2013,84,2,9,702,255
Andhra Pradesh,Cyberabad,2013,192,15,89,4779,1761
Andhra Pradesh,East Godavari,2013,63,3,15,788,310
Andhra Pradesh,Guntakal Rly.,2013,0,0,0,251,0
Andhra Pradesh,Guntur,2013,61,4,21,675,200
Andhra Pradesh,Guntur Urban,2013,46,2,26,991,408
Andhra Pradesh,Hyderabad City,2013,131,6,47,4166,1353
Andhra Pradesh,Karimnagar,2013,118,3,20,771,242
Andhra Pradesh,Khammam,2013,114,6,16,887,340
Andhra Pradesh,Krishna,2013,54,0,18,579,154
Andhra Pradesh,Kurnool,2013,72,12,27,565,21
Andhra Pradesh,Mahaboobnagar,2013,90,8,18,1207,13
Andhra Pradesh,Medak,2013,44,3,14,775,245
Andhra Pradesh,Nalgonda,2013,118,13,27,810,244
Andhra Pradesh,Nellore,2013,95,4,41,1077,323
Andhra Pradesh,Nizamabad,2013,54,5,18,1035,338
Andhra Pradesh,Prakasham,2013,65,7,30,694,233
Andhra Pradesh,Rajahmundry,2013,15,1,18,314,132
Andhra Pradesh,Ranga Reddy,2013,25,1,13,173,17
Andhra Pradesh,Secunderabad Rly.,2013,2,0,1,737,0
Andhra Pradesh,Srikakulam,2013,26,1,11,307,72
Andhra Pradesh,Tirupathi Urban,2013,22,0,15,827,326
Andhra Pradesh,Vijayawada City,2013,72,2,66,2173,783
Andhra Pradesh,Vijayawada Rly.,2013,1,3,9,625,0
Andhra Pradesh,Visakha Rural,2013,30,1,5,329,31
Andhra Pradesh,Visakhapatnam,2013,58,5,26,1203,332
Andhra Pradesh,Vizianagaram,2013,25,1,7,230,2
Andhra Pradesh,Warangal,2013,63,1,17,327,17
Andhra Pradesh,Warangal Urban,2013,56,1,18,459,179
Andhra Pradesh,West Godavari,2013,96,5,19,1090,311
Andhra Pradesh,Zz Total,2013,2119,125,709,31032,9040
Arunachal Pradesh,Anjaw,2013,0,0,1,6,0
Arunachal Pradesh,Changlang,2013,11,3,9,32,3
Arunachal Pradesh,Dibang Valley,2013,2,0,5,17,3
Arunachal Pradesh,K/Kumey,2013,1,0,0,4,0
Arunachal Pradesh,Kameng East,2013,16,3,0,22,0
Arunachal Pradesh,Kameng West,2013,3,2,2,35,12
Arunachal Pradesh,Lohit,2013,29,3,9,57,14
Arunachal Pradesh,Longding,2013,3,0,0,11,0
Arunachal Pradesh,Papum Pare,2013,44,3,14,148,87
Arunachal Pradesh,Rural,2013,9,1,4,22,6
Arunachal Pradesh,Siang East,2013,6,1,7,61,11
Arunachal Pradesh,Siang Upper,2013,2,0,2,12,1
Arunachal Pradesh,Siang West,2013,6,3,10,34,8
Arunachal Pradesh,Subansiri Lower,2013,0,1,3,18,3
Arunachal Pradesh,Subansiri Upper,2013,5,3,2,10,1
Arunachal Pradesh,Tawang,2013,1,0,0,11,0
Arunachal Pradesh,Tirap,2013,3,1,7,13,4
Arunachal Pradesh,Upper Dibang Valley,2013,1,0,0,1,0
Arunachal Pradesh,Zz Total,2013,142,24,75,514,153
Assam,Baksa,2013,53,3,11,125,64
Assam,Barpeta,2013,349,20,31,433,111
Assam,Bieo,2013,0,0,0,0,0
Assam,Bongaigaon,2013,120,7,8,127,65
Assam,C.I.D.,2013,0,0,0,2,0
Assam,Cachar,2013,227,12,17,821,336
Assam,Chirang,2013,70,2,10,76,25
Assam,Darrang,2013,147,6,13,225,93
Assam,Dhemaji,2013,99,12,24,148,53
Assam,Dhubri,2013,443,43,30,407,112
Assam,Dibrugarh,2013,149,11,34,662,165
Assam,G.R.P.,2013,8,1,5,156,2
Assam,Goalpara,2013,136,18,23,249,87
Assam,Golaghat,2013,226,8,51,285,117
Assam,Guwahati City,2013,451,10,244,2295,1082
Assam,Hailakandi,2013,90,1,8,150,36
Assam,Hamren,2013,15,0,1,18,3
Assam,Jorhat,2013,197,2,33,510,199
Assam,Kamrup,2013,172,3,24,463,163
Assam,Karbi Anglong,2013,58,7,9,96,62
Assam,Karimganj,2013,115,12,10,183,19
Assam,Kokrajhar,2013,103,5,7,291,157
Assam,Lakhimpur,2013,134,1,6,166,61
Assam,Morigaon,2013,123,1,12,141,65
Assam,N.C.Hills,2013,33,0,1,51,3
Assam,Nagaon,2013,442,34,160,566,225
Assam,Nalbari,2013,102,5,25,223,29
Assam,R.P.O.,2013,5,2,0,1,0
Assam,Sibsagar,2013,200,1,40,464,123
Assam,Sonitpur,2013,251,11,23,544,175
Assam,Stf,2013,0,0,0,0,0
Assam,Tinsukia,2013,201,4,48,511,57
Assam,Udalguri,2013,82,4,15,126,40
Assam,Zz Total,2013,4801,246,923,10515,3729
Bihar,Araria,2013,114,10,25,289,67
Bihar,Arwal,2013,34,0,6,77,15
Bihar,Aurangabad,2013,59,26,35,365,68
Bihar,Bagaha,2013,68,0,12,183,13
Bihar,Banka,2013,87,11,14,169,46
Bihar,Begusarai,2013,175,20,56,589,198
Bihar,Bettiah,2013,173,6,22,624,198
Bihar,Bhabhua,2013,59,4,21,196,75
Bihar,Bhagalpur,2013,147,9,31,456,199
Bihar,Bhojpur,2013,124,8,33,423,105
Bihar,Buxar,2013,77,11,48,415,163
Bihar,Darbhanga,2013,227,14,36,506,159
Bihar,Gaya,2013,208,39,73,1204,362
Bihar,Gopalganj,2013,125,10,31,280,104
Bihar,Jamalpur Rly.,2013,3,2,8,223,13
Bihar,Jamui,2013,62,15,19,96,18
Bihar,Jehanabad,2013,37,13,22,194,14
Bihar,Katihar,2013,164,15,21,397,198
Bihar,Katihar Rly.,2013,5,1,8,151,0
Bihar,Khagaria,2013,73,7,22,170,44
Bihar,Kishanganj,2013,107,7,14,145,29
Bihar,Lakhisarai,2013,40,3,19,125,35
Bihar,Madhepura,2013,87,1,23,226,65
Bihar,Madhubani,2013,158,15,28,388,78
Bihar,Motihari,2013,260,44,44,549,152
Bihar,Munger,2013,75,3,26,336,95
Bihar,Muzaffarpur,2013,382,61,113,1876,859
Bihar,Muzaffarpur Rly.,2013,6,5,10,337,54
Bihar,Nalanda,2013,136,9,34,340,104
Bihar,Naugachia,2013,36,3,15,60,17
Bihar,Nawadah,2013,75,18,26,203,62
Bihar,Patna,2013,544,37,186,4314,1755
Bihar,Patna Rly.,2013,26,1,8,774,71
Bihar,Purnea,2013,111,14,27,289,63
Bihar,Rohtas,2013,168,9,58,615,193
Bihar,Saharsa,2013,100,6,24,201,42
Bihar,Samastipur,2013,152,10,51,431,128
Bihar,Saran,2013,199,16,45,650,205
Bihar,Sheikhpura,2013,40,6,4,87,27
Bihar,Sheohar,2013,49,12,5,57,16
Bihar,Sitamarhi,2013,220,37,84,650,276
Bihar,Siwan,2013,234,6,60,502,241
Bihar,Supaul,2013,144,6,17,324,48
Bihar,Vaishali,2013,200,29,57,937,491
Bihar,Zz Total,2013,5570,579,1521,21423,7165
Chhattisgarh,Balod,2013,30,1,1,61,15
Chhattisgarh,Baloda Bazar,2013,144,1,13,151,72
Chhattisgarh,Balrampur,2013,17,3,10,40,8
Chhattisgarh,Bemetara,2013,38,0,6,112,34
Chhattisgarh,Bilaspur,2013,305,3,58,496,274
Chhattisgarh,Bizapur,2013,17,2,1,3,0
Chhattisgarh,Dantewara,2013,6,1,1,16,3
Chhattisgarh,Dhamtari,2013,33,0,5,85,45
Chhattisgarh,Durg,2013,108,4,41,702,325
Chhattisgarh,Gariyaband,2013,26,2,3,46,17
Chhattisgarh,Grp Raipur,2013,2,0,3,193,2
Chhattisgarh,Jagdalpur,2013,51,1,10,77,53
Chhattisgarh,Janjgir,2013,200,3,15,266,122
Chhattisgarh,Jashpur,2013,68,1,9,81,19
Chhattisgarh,Kabirdham,2013,33,0,4,66,24
Chhattisgarh,Kanker,2013,48,1,2,38,15
Chhattisgarh,Kondagaon,2013,29,2,2,17,11
Chhattisgarh,Korba,2013,78,0,10,195,89
Chhattisgarh,Koriya,2013,68,1,9,89,22
Chhattisgarh,Mahasamund,2013,116,1,12,196,71
Chhattisgarh,Mungeli,2013,61,0,6,77,9
Chhattisgarh,Narayanpur,2013,5,1,3,7,1
Chhattisgarh,Raigarh,2013,163,7,39,390,217
Chhattisgarh,Raipur,2013,428,4,54,1396,791
Chhattisgarh,Rajnandgaon,2013,81,1,6,173,78
Chhattisgarh,Sarguja,2013,19,0,16,106,58
Chhattisgarh,Sukma,2013,5,4,1,13,8
Chhattisgarh,Surajpur,2013,56,3,11,97,24
Chhattisgarh,Zz Total,2013,2235,47,351,5189,2407
Goa,North Goa,2013,50,6,17,699,219
Goa,South Goa,2013,58,5,20,439,135
Goa,Zz Total,2013,108,11,37,1138,354
Gujarat,Ahmedabad Commr.,2013,458,16,582,3449,2091
Gujarat,Ahmedabad Rural,2013,67,19,35,219,84
Gujarat,Ahwa-Dang,2013,6,0,0,10,2
Gujarat,Amreli,2013,64,1,11,95,52
Gujarat,Anand,2013,76,4,14,241,155
Gujarat,Bharuch,2013,44,10,17,403,197
Gujarat,Bhavnagar,2013,109,6,40,388,198
Gujarat,Cid Crime,2013,1,0,0,0,0
Gujarat,Dahod,2013,81,30,53,239,156
Gujarat,Gandhinagar,2013,71,3,24,381,189
Gujarat,Himatnagar,2013,76,8,11,252,105
Gujarat,Jamnagar,2013,64,9,24,404,180
Gujarat,Junagadh,2013,84,5,22,245,111
Gujarat,Kheda North,2013,72,7,3,155,89
Gujarat,Kutch (East(G)),2013,51,4,20,323,159
Gujarat,Kutch (West-Bhuj),2013,35,5,14,252,81
Gujarat,Mehsana,2013,139,16,55,551,246
Gujarat,Narmada,2013,24,0,1,50,31
Gujarat,Navsari,2013,39,8,8,272,165
Gujarat,Palanpur,2013,104,19,63,474,240
Gujarat,Panchmahal,2013,96,18,8,257,171
Gujarat,Patan,2013,74,17,33,283,133
Gujarat,Porbandar,2013,16,1,5,65,26
Gujarat,Rajkot Commr.,2013,63,4,41,853,633
Gujarat,Rajkot Rural,2013,83,6,31,388,224
Gujarat,Surat Commr.,2013,309,11,56,1570,941
Gujarat,Surat Rural,2013,36,16,23,449,215
Gujarat,Surendranagar,2013,71,9,18,303,124
Gujarat,Tapi,2013,17,1,2,88,37
Gujarat,Vadodara Commr.,2013,82,10,151,1221,849
Gujarat,Vadodara Rural,2013,72,17,17,305,217
Gujarat,Valsad,2013,73,6,33,450,252
Gujarat,W.Rly Ahmedabad,2013,7,1,7,264,30
Gujarat,W.Rly Vadodara,2013,2,1,7,414,15
Gujarat,Zz Total,2013,2666,288,1429,15313,8398
Haryana,Ambala Rural,2013,67,4,10,195,89
Haryana,Ambala Urban,2013,159,7,13,438,267
Haryana,Bhiwani,2013,169,6,36,741,483
Haryana,Faridabad,2013,155,6,34,1763,1495
Haryana,Fatehabad,2013,47,6,9,258,169
Haryana,Grp,2013,9,1,20,415,99
Haryana,Gurgaon,2013,263,31,137,4330,3323
Haryana,Hissar,2013,114,8,63,1182,782
Haryana,I&P Haryana,2013,0,0,0,0,0
Haryana,Jhajjar,2013,50,2,28,452,254
Haryana,Jind,2013,100,2,33,726,490
Haryana,Kaithal,2013,106,6,16,325,236
Haryana,Karnal,2013,362,6,54,975,681
Haryana,Kurukshetra,2013,56,0,25,641,467
Haryana,Mahendragarh,2013,69,10,21,360,181
Haryana,Mewat,2013,44,10,18,536,392
Haryana,Palwal,2013,66,4,28,695,503
Haryana,Panchkula,2013,163,7,21,464,328
Haryana,Panipat,2013,144,9,31,890,738
Haryana,Rewari,2013,67,15,52,727,542
Haryana,Rohtak,2013,80,2,39,830,649
Haryana,Sirsa,2013,140,1,15,524,342
Haryana,Sonipat,2013,69,5,49,754,516
Haryana,Yamunanagar,2013,273,6,11,399,337
Haryana,Zz Total,2013,2772,154,763,18620,13363
Himachal Pradesh,Baddipolicedist,2013,24,1,0,42,24
Himachal Pradesh,Bilaspur,2013,51,1,0,49,14
Himachal Pradesh,Chamba,2013,14,0,0,46,12
Himachal Pradesh,Cid,2013,0,0,0,0,0
Himachal Pradesh,G.R.P.,2013,0,1,0,5,0
Himachal Pradesh,Hamirpur,2013,16,0,0,45,23
Himachal Pradesh,Kangra,2013,61,0,6,112,37
Himachal Pradesh,Kinnaur,2013,4,0,1,11,2
Himachal Pradesh,Kullu,2013,29,4,0,51,16
Himachal Pradesh,Lahaul-Spiti,2013,0,0,0,3,0
Himachal Pradesh,Mandi,2013,48,2,0,89,13
Himachal Pradesh,Shimla,2013,49,2,1,157,48
Himachal Pradesh,Sirmaur,2013,17,1,1,58,29
Himachal Pradesh,Solan,2013,16,1,3,79,38
Himachal Pradesh,Una,2013,23,1,2,71,25
Himachal Pradesh,Zz Total,2013,352,14,14,818,281
Jammu & Kashmir,Anantnag,2013,93,2,4,71,15
Jammu & Kashmir,Awantipora,2013,14,0,3,12,1
Jammu & Kashmir,Bandipora,2013,51,0,0,33,1
Jammu & Kashmir,Baramulla,2013,95,0,12,97,20
Jammu & Kashmir,Budgam,2013,63,0,2,110,13
Jammu & Kashmir,Crime Jammu,2013,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2013,0,0,0,0,0
Jammu & Kashmir,Doda,2013,37,0,1,49,1
Jammu & Kashmir,Ganderbal,2013,29,1,1,42,4
Jammu & Kashmir,Handwara,2013,30,0,0,55,0
Jammu & Kashmir,Jammu,2013,96,0,2,398,219
Jammu & Kashmir,Kargil,2013,1,0,0,4,0
Jammu & Kashmir,Kathua,2013,27,0,0,73,29
Jammu & Kashmir,Kishtwar,2013,15,1,2,10,0
Jammu & Kashmir,Kulgam,2013,61,0,18,47,7
Jammu & Kashmir,Kupwara,2013,54,0,2,76,1
Jammu & Kashmir,Leh,2013,0,0,0,8,0
Jammu & Kashmir,Poonch,2013,27,0,1,22,2
Jammu & Kashmir,Pulwama,2013,28,0,4,20,1
Jammu & Kashmir,Railways Jammu,2013,0,0,0,2,0
Jammu & Kashmir,Railways Kashmir,2013,0,0,0,2,2
Jammu & Kashmir,Railways Katra,2013,0,0,0,0,0
Jammu & Kashmir,Rajouri,2013,59,0,2,61,17
Jammu & Kashmir,Ramban,2013,21,0,0,34,11
Jammu & Kashmir,Reasi,2013,19,0,0,27,4
Jammu & Kashmir,Samba,2013,8,0,0,28,12
Jammu & Kashmir,Shopian,2013,17,0,3,81,2
Jammu & Kashmir,Sopore,2013,34,0,0,113,3
Jammu & Kashmir,Srinagar,2013,90,2,30,333,206
Jammu & Kashmir,Udhampur,2013,14,0,0,54,12
Jammu & Kashmir,Zz Total,2013,983,6,87,1862,583
Jharkhand,Bokaro,2013,78,13,28,736,219
Jharkhand,Chaibasa,2013,27,5,18,186,37
Jharkhand,Chatra,2013,29,11,14,114,32
Jharkhand,Deoghar,2013,67,13,16,306,109
Jharkhand,Dhanbad,2013,157,35,63,947,405
Jharkhand,Dhanbad Rly.,2013,7,7,7,263,19
Jharkhand,Dumka,2013,38,8,14,226,60
Jharkhand,Garhwa,2013,31,5,41,40,38
Jharkhand,Giridih,2013,84,21,30,336,86
Jharkhand,Godda,2013,58,2,12,144,46
Jharkhand,Gumla,2013,39,1,23,86,26
Jharkhand,Hazaribagh,2013,72,19,26,336,134
Jharkhand,Jamshedpur,2013,86,11,53,922,370
Jharkhand,Jamshedpur Rly.,2013,1,2,7,146,19
Jharkhand,Jamtara,2013,24,2,10,110,36
Jharkhand,Khunti,2013,16,0,13,34,14
Jharkhand,Koderma,2013,32,3,7,130,38
Jharkhand,Latehar,2013,25,8,8,106,12
Jharkhand,Lohardagga,2013,29,3,6,61,26
Jharkhand,Pakur,2013,34,3,11,107,26
Jharkhand,Palamu,2013,53,18,44,230,67
Jharkhand,Ramgarh,2013,40,8,15,217,67
Jharkhand,Ranchi,2013,68,20,55,703,201
Jharkhand,Sahebganj,2013,120,0,6,113,38
Jharkhand,Saraikela,2013,33,8,19,183,58
Jharkhand,Simdega,2013,23,6,22,57,12
Jharkhand,Zz Total,2013,1271,232,568,6839,2195
Karnataka,Bagalkot,2013,18,9,22,197,113
Karnataka,Bangalore Commr.,2013,642,40,619,10643,5356
Karnataka,Bangalore Rural,2013,93,30,129,596,305
Karnataka,Belgaum,2013,40,8,67,472,268
Karnataka,Bellary,2013,58,7,53,351,205
Karnataka,Bidar,2013,34,3,30,171,75
Karnataka,Bijapur,2013,37,6,27,145,84
Karnataka,Cbpura,2013,26,1,26,211,92
Karnataka,Chamarajnagar,2013,17,5,11,137,58
Karnataka,Chickmagalur,2013,36,7,20,162,75
Karnataka,Chitradurga,2013,28,4,25,213,98
Karnataka,Dakshin Kannada,2013,17,6,29,100,33
Karnataka,Davanagere,2013,31,7,58,397,199
Karnataka,Dharwad Commr.,2013,99,7,65,393,201
Karnataka,Dharwad Rural,2013,13,1,5,54,18
